628	671
628	161
628	408
628	804
628	891
671	466
671	44
671	431
671	811
671	232
671	42
671	762
671	857
671	162
671	975
671	961
671	440
671	395
671	483
671	775
671	624
671	973
671	731
671	353
671	845
161	833
161	352
161	906
161	973
161	939
161	878
161	741
161	739
161	478
161	335
161	989
161	211
161	440
161	38
161	516
161	550
161	753
161	170
161	25
161	770
161	751
161	181
161	449
161	17
161	769
161	34
161	227
161	273
161	230
161	603
161	238
161	60
161	298
161	331
161	92
161	785
161	995
161	884
161	311
408	483
408	520
408	83
408	450
408	160
408	524
408	247
408	331
408	529
408	883
408	183
408	230
408	633
408	694
408	134
408	162
408	953
408	802
408	179
408	142
408	402
408	824
408	567
408	861
408	446
408	286
804	280
804	520
804	331
804	529
804	613
804	426
804	599
804	734
804	683
804	396
804	264
804	19
804	421
804	611
804	771
804	751
804	969
804	315
804	570
804	875
804	639
804	253
804	516
891	800
891	692
891	989
891	202
891	418
466	520
466	918
466	83
466	459
466	974
466	821
466	266
466	236
466	597
466	518
466	214
466	402
466	86
466	925
466	64
44	833
44	31
44	103
44	163
44	806
44	445
44	517
44	355
44	269
44	756
44	824
44	768
44	225
44	691
44	360
44	148
44	330
44	34
44	636
44	926
44	868
44	246
44	433
431	973
431	859
431	410
431	773
431	256
431	620
431	503
431	389
431	179
431	559
811	244
811	480
811	782
811	818
232	483
232	241
232	918
232	939
232	878
232	800
232	373
232	728
232	120
232	42
232	602
232	58
232	27
232	991
232	743
232	895
232	627
232	785
232	887
232	938
232	853
232	397
232	495
232	798
232	950
232	453
232	992
232	932
232	645
232	265
232	433
232	548
232	995
232	449
232	260
232	151
232	328
232	518
232	557
232	437
232	746
232	892
232	385
232	277
232	413
232	273
232	925
232	547
232	425
232	764
232	409
232	846
232	37
232	219
232	321
232	610
232	379
232	845
232	715
232	860
232	274
42	357
42	696
42	160
42	524
42	120
42	2
42	999
42	341
42	509
42	624
42	641
42	568
42	974
42	71
42	46
42	754
42	794
42	271
42	522
42	24
42	533
42	425
42	394
42	551
42	655
762	859
762	116
762	521
762	738
762	77
762	932
762	174
857	730
857	145
857	512
857	115
162	828
162	939
162	448
162	450
162	341
162	765
162	945
975	16
975	847
975	41
975	176
961	272
961	607
961	309
961	326
961	113
440	414
440	28
440	456
440	734
440	430
440	261
440	20
440	964
395	739
395	264
395	346
395	839
395	234
395	555
395	289
395	749
395	393
395	281
483	280
483	31
483	520
483	878
483	674
483	690
483	396
483	30
483	921
483	647
483	616
483	484
483	847
483	691
483	82
483	355
483	141
483	417
483	301
483	325
483	918
483	635
483	304
483	925
483	20
483	480
483	146
483	428
483	100
483	384
483	540
483	164
483	879
483	775
483	755
483	154
483	48
483	61
483	423
483	802
483	884
483	610
483	230
483	841
483	741
483	939
483	667
483	760
483	411
483	611
483	34
483	644
483	818
483	889
483	976
483	160
483	424
483	810
483	742
483	771
483	323
483	838
483	413
483	724
483	22
483	115
483	549
483	519
483	826
483	213
483	144
483	597
483	394
483	609
483	208
775	280
775	127
775	293
775	736
624	216
624	906
624	973
624	939
624	666
624	741
624	591
624	366
624	609
624	827
624	324
624	509
624	467
624	69
624	10
624	839
624	945
624	938
624	258
624	892
624	263
624	512
624	255
624	581
624	667
973	520
973	906
973	146
973	852
973	160
973	452
973	145
973	420
973	827
973	175
973	449
973	667
973	593
973	814
973	668
973	303
973	259
973	529
973	496
973	363
731	177
731	417
731	518
731	611
731	64
731	101
731	284
353	520
353	59
353	32
353	58
353	852
353	445
353	180
353	821
353	886
353	565
353	586
353	495
353	274
845	146
845	999
845	559
845	425
845	832
845	289
845	717
845	661
845	195
845	275
845	884
833	501
833	644
833	50
833	485
833	691
833	577
833	914
833	959
833	970
833	613
