454	608
454	723
454	283
454	70
454	270
454	337
608	566
608	347
608	473
608	328
608	536
608	817
723	938
723	10
723	297
283	236
283	291
70	249
70	838
70	437
70	695
70	852
70	18
70	147
70	994
270	844
270	902
270	526
270	410
270	332
270	780
270	833
270	221
270	935
337	792
337	648
337	800
337	485
337	187
337	780
337	808
337	152
337	502
337	442
337	913
337	795
337	37
337	570
337	92
337	579
337	640
337	246
337	600
566	247
566	724
566	645
566	395
566	304
566	603
347	278
347	487
347	745
347	452
347	882
347	207
347	544
347	669
473	440
473	790
473	310
473	733
473	161
473	150
473	582
473	871
473	390
473	946
328	41
328	129
328	922
328	223
328	90
328	761
328	682
328	20
328	325
328	988
328	520
536	762
536	344
536	779
536	10
536	153
536	593
817	397
817	956
938	827
938	689
938	145
10	745
297	294
236	295
236	313
236	902
236	935
236	785
236	756
236	348
236	710
236	153
291	412
291	41
291	246
291	45
291	296
291	744
291	832
291	605
291	486
291	361
291	878
249	833
249	381
249	698
249	41
249	709
249	278
249	927
249	781
249	593
249	120
249	309
249	386
249	312
249	989
249	482
249	969
249	89
249	19
838	670
838	676
838	276
437	411
437	359
437	772
437	258
437	252
437	107
437	624
437	280
437	360
437	847
695	397
695	901
852	507
852	698
18	129
18	880
18	699
18	42
18	769
18	452
18	650
18	221
147	632
994	365
994	446
994	211
994	403
994	740
844	809
844	841
844	372
844	341
844	740
844	929
844	452
902	314
902	388
902	854
902	617
902	742
902	233
902	284
902	374
526	37
526	284
410	930
410	101
332	436
332	103
332	211
780	17
780	487
780	936
780	854
780	686
780	37
780	372
780	993
780	918
780	511
780	634
780	966
780	309
780	179
780	557
780	317
780	837
833	261
833	151
833	65
833	569
833	955
833	102
833	381
833	599
833	700
833	619
833	157
833	37
833	459
833	188
833	931
833	841
833	159
833	387
833	524
833	919
833	666
833	706
833	485
833	870
833	834
833	107
833	655
833	558
833	574
833	237
833	245
221	489
221	256
935	487
792	359
648	899
648	66
648	130
648	108
800	897
800	172
800	289
800	804
800	593
800	681
800	127
800	654
800	309
485	487
485	13
187	65
187	17
187	242
187	6
187	594
187	809
187	978
187	653
187	645
187	820
187	80
187	86
187	772
187	31
187	13
187	813
187	311
187	924
187	756
187	435
187	778
808	713
808	372
152	579
152	413
502	102
502	581
442	220
442	379
442	587
442	217
442	445
913	955
913	37
913	960
795	284
795	887
795	643
37	801
37	90
37	207
37	880
37	160
37	619
37	698
37	767
37	702
37	157
37	142
37	887
37	922
37	676
37	668
37	985
37	463
37	531
37	832
37	851
37	520
37	346
37	765
37	464
37	367
37	794
570	627
570	160
570	302
92	579
92	227
579	350
579	90
579	814
579	619
579	859
579	289
579	428
579	364
579	764
579	533
579	968
579	918
579	179
579	244
579	828
579	890
579	105
579	589
579	269
579	637
579	183
579	83
579	561
640	699
640	428
640	906
246	397
246	14
246	901
246	991
600	292
600	360
600	803
247	17
247	930
247	854
247	240
247	429
247	222
247	869
247	319
247	348
247	511
247	974
247	364
247	209
247	407
247	630
247	478
247	944
247	114
247	705
724	930
724	587
724	224
724	781
724	667
724	2
724	602
724	685
724	375
724	549
724	691
724	509
724	830
724	672
724	455
645	381
645	683
645	41
645	293
645	384
645	831
645	574
645	973
645	849
395	330
395	294
395	164
395	652
304	807
304	790
304	121
304	671
304	607
603	991
603	979
603	179
603	998
278	294
278	810
278	63
278	548
278	429
278	342
487	694
487	569
487	381
487	177
487	719
487	266
487	174
487	522
487	561
487	772
487	163
487	741
487	425
487	232
745	330
745	696
745	813
745	842
745	542
745	290
745	705
452	560
452	149
452	143
452	728
452	59
452	156
882	930
882	130
882	711
882	863
882	254
882	158
882	739
207	694
207	831
207	966
207	641
207	908
207	160
544	619
544	658
544	170
544	486
544	587
544	748
544	552
544	461
669	887
669	646
440	507
440	564
440	635
440	416
440	763
440	446
440	751
440	381
440	432
440	827
440	41
440	883
440	922
440	826
440	625
440	914
440	197
440	341
440	768
440	949
440	615
440	361
440	384
440	455
440	537
440	413
440	516
440	549
440	309
790	146
790	412
790	41
790	999
790	885
790	806
310	359
310	635
310	532
733	11
733	772
161	507
161	397
161	200
161	731
161	582
150	934
150	925
582	295
871	388
871	546
871	551
871	693
390	858
390	930
946	14
946	978
946	229
946	477
946	650
946	840
946	333
946	630
41	295
41	903
41	619
41	277
41	769
41	418
41	289
41	707
129	474
129	801
129	738
129	165
129	690
129	755
129	922
129	397
129	191
129	371
129	531
129	208
129	689
129	354
129	515
129	562
129	949
922	357
922	801
922	323
922	814
922	836
922	594
922	977
922	966
922	25
922	141
922	572
922	797
223	397
223	712
90	507
90	563
90	569
90	399
90	676
90	584
90	918
90	313
90	635
90	309
90	179
90	499
90	984
90	268
90	515
90	476
90	514
90	322
90	453
90	168
90	58
90	521
761	772
761	263
682	924
682	890
20	111
20	4
325	906
988	134
988	996
520	898
520	441
762	474
762	686
762	417
344	251
344	132
344	774
779	647
153	202
153	573
593	676
593	479
593	73
593	271
593	79
397	801
397	295
397	17
397	146
397	149
397	298
397	569
397	470
397	621
397	597
397	185
397	734
397	155
397	172
397	432
397	772
397	952
397	382
397	405
397	169
956	869
956	818
474	916
474	261
474	48
474	498
474	151
474	61
474	115
474	214
474	897
474	357
474	11
474	16
474	801
474	343
474	94
474	65
474	411
474	350
474	234
474	560
474	899
474	331
474	507
474	886
474	492
474	958
474	113
916	613
916	323
916	400
916	22
916	451
261	406
261	522
48	98
48	44
48	580
498	315
498	234
498	971
498	190
498	393
151	381
151	448
151	59
151	819
151	606
151	908
61	412
61	178
61	144
61	592
61	900
61	110
115	642
115	514
115	218
214	284
214	854
214	299
897	783
357	411
11	588
11	637
11	431
11	199
11	962
11	683
11	769
16	887
16	125
16	710
801	539
801	594
801	587
801	915
801	637
801	598
801	503
801	565
801	126
801	450
801	422
801	116
801	849
801	118
801	757
801	867
801	443
343	513
343	814
94	905
94	7
94	305
94	685
65	178
65	698
65	880
65	915
65	148
65	206
65	464
65	338
65	478
411	569
411	783
411	157
411	698
411	316
411	186
411	854
411	732
411	374
411	385
411	840
411	642
411	244
411	373
411	784
234	189
560	507
560	880
560	969
899	887
899	17
899	867
331	569
331	175
331	621
331	163
331	814
331	180
331	170
331	171
331	565
507	295
507	930
507	376
507	430
507	391
507	318
507	617
507	302
507	814
507	13
507	955
507	891
507	983
507	980
507	547
507	443
507	427
507	991
507	830
507	370
507	132
886	866
886	446
492	446
492	930
492	318
492	232
492	948
492	336
492	174
492	42
492	439
492	76
958	814
113	456
113	300
113	349
613	612
613	189
323	428
323	539
323	711
323	388
323	309
323	413
323	459
323	743
400	581
400	27
22	940
22	91
451	945
451	828
406	376
406	78
406	368
522	47
522	821
686	446
686	505
686	511
686	622
686	553
686	546
417	859
98	618
98	751
98	656
98	369
98	267
98	883
98	109
98	966
44	434
44	818
580	233
580	81
315	893
315	678
315	260
971	294
971	661
971	472
190	91
190	413
393	683
393	14
393	159
393	675
393	894
393	574
381	930
381	569
381	975
381	423
381	657
381	213
381	978
381	195
381	915
381	670
381	676
381	241
381	367
381	251
381	210
381	240
448	725
59	698
59	830
